ANO;MÊS;GRANDE REGIÃO;UNIDADE DA FEDERAÇÃO;PRODUTO;LOCALIZAÇÃO;CONSUMO
2006;MAI;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;TERRA;10616,049
2006;JUN;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;TERRA;11560,28
2006;MAI;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;0
2006;ABR;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;3000
2006;MAI;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;4110
2006;FEV;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;2800
2006;MAR;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;3100
2006;AGO;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;3640
2006;SET;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;3360
2006;JUN;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;3000
2006;JUL;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;3100
2006;AGO;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;0
2006;SET;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;0
2006;JUN;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;0
2006;JUL;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;0
2006;DEZ;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;0
2006;JAN;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;3100
2006;OUT;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;0
2006;NOV;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;0
2006;FEV;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;TERRA;0
2006;MAR;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;TERRA;0
2006;DEZ;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2006;JAN;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;TERRA;0
2006;JUN;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;TERRA;0
2006;JUL;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;TERRA;0
2006;ABR;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;TERRA;0
2006;MAI;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;TERRA;0
2006;JUN;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2006;JUL;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2006;ABR;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2006;MAI;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2006;OUT;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2006;NOV;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2006;AGO;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2006;SET;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2006;AGO;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;TERRA;0
2006;JUL;REGIÃO SUL;PARANÁ;GÁS NATURAL;TERRA;0
2006;AGO;REGIÃO SUL;PARANÁ;GÁS NATURAL;TERRA;0
2006;MAI;REGIÃO SUL;PARANÁ;GÁS NATURAL;TERRA;0
2006;JUN;REGIÃO SUL;PARANÁ;GÁS NATURAL;TERRA;0
2006;NOV;REGIÃO SUL;PARANÁ;GÁS NATURAL;TERRA;0
2006;DEZ;REGIÃO SUL;PARANÁ;GÁS NATURAL;TERRA;0
2006;SET;REGIÃO SUL;PARANÁ;GÁS NATURAL;TERRA;0
2006;OUT;REGIÃO SUL;PARANÁ;GÁS NATURAL;TERRA;0
2006;NOV;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;TERRA;0
2006;DEZ;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;TERRA;0
2006;SET;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;TERRA;0
2006;OUT;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;TERRA;0
2006;MAR;REGIÃO SUL;PARANÁ;GÁS NATURAL;TERRA;0
2006;ABR;REGIÃO SUL;PARANÁ;GÁS NATURAL;TERRA;0
2006;JAN;REGIÃO SUL;PARANÁ;GÁS NATURAL;TERRA;0
2006;FEV;REGIÃO SUL;PARANÁ;GÁS NATURAL;TERRA;0
2006;MAI;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;TERRA;7150,7811
2006;JUN;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;TERRA;6797,1552
2006;MAR;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;TERRA;6269,8902
2006;ABR;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;TERRA;6178,7441
2006;SET;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;TERRA;6086,9981
2006;OUT;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;TERRA;6421,7891
2006;JUL;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;TERRA;6567,086
2006;AGO;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;TERRA;6447,8371
2006;SET;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;TERRA;9880,3947
2006;OUT;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;TERRA;11374,8884
2006;JUL;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;TERRA;10509,8344
2006;AGO;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;TERRA;10844,0693
2006;JAN;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;TERRA;6351,843
2006;FEV;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;TERRA;5576,5499
2006;NOV;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;TERRA;10312,2335
2006;DEZ;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;TERRA;10009,2746
2006;NOV;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;TERRA;6609,9411
2006;OUT;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;TERRA;4294,7602
2006;NOV;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;TERRA;3995,2211
2006;AGO;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;TERRA;4423,5044
2006;SET;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;TERRA;4833,691
2006;FEV;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2006;MAR;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2006;DEZ;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;TERRA;5007,4213
2006;JAN;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2006;FEV;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;TERRA;1997,7951
2006;MAR;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;TERRA;3572,7368
2006;DEZ;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;TERRA;6675,708
2006;JAN;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;TERRA;2199,8523
2006;JUN;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;TERRA;3892,2473
2006;JUL;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;TERRA;3947,3038
2006;ABR;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;TERRA;4136,2881
2006;MAI;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;TERRA;3696,2676
2007;AGO;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;MAR;1289,42
2007;JUL;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;MAR;1547,498
2007;JUN;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;MAR;1871,81
2007;SET;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;MAR;1804,609
2007;DEZ;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;MAR;6555,55
2007;NOV;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;MAR;3952,904
2007;OUT;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;MAR;2533,836
2007;MAI;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;MAR;1637,739
2007;DEZ;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;MAR;1691
2007;NOV;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;MAR;1420
2007;OUT;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;MAR;1329
2007;JAN;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;MAR;2461,247
2007;ABR;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;MAR;2480,518
2007;MAR;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;MAR;2659,341
2007;FEV;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;MAR;2342,482
2007;MAI;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;MAR;0
2007;MAI;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;MAR;953,158
2007;ABR;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;MAR;3368,0548
2007;MAR;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;MAR;1203,7915
2007;JUN;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;MAR;965,9315
2007;SET;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;MAR;928,108
2007;AGO;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;MAR;987,1919
2007;JUL;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;MAR;1044,3892
2007;FEV;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;MAR;1738,811
2007;AGO;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;MAR;0
2007;JUL;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;MAR;0
2007;JUN;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;MAR;0
2007;SET;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;MAR;0
2007;JAN;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;MAR;2070,1963
2007;NOV;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;MAR;0
2007;OUT;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;MAR;0
2007;JAN;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;MAR;0
2007;SET;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;MAR;0
2007;AGO;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;MAR;0
2007;FEV;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;MAR;0
2007;MAI;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;MAR;0
2007;ABR;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;MAR;0
2007;MAR;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;MAR;0
2007;JUL;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;MAR;0
2007;FEV;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;MAR;0
2007;JAN;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;MAR;0
2007;OUT;REGIÃO SUL;PARANÁ;GÁS NATURAL;TERRA;0
2007;MAR;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;MAR;0
2007;JUN;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;MAR;0
2007;MAI;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;MAR;0
2007;ABR;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;MAR;0
2007;JUN;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;MAR;0
2007;MAI;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;MAR;1573
2007;ABR;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;MAR;1631
2007;MAR;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;MAR;1536
2007;JUN;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;MAR;1362
2007;SET;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;MAR;1418
2007;AGO;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;MAR;1465
2007;JUL;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;MAR;1316
2007;FEV;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;MAR;1309
2007;SET;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;MAR;0
2007;AGO;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;MAR;0
2007;JUL;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;MAR;0
2007;OUT;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;MAR;0
2007;JAN;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;MAR;1444
2007;DEZ;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;MAR;0
2007;NOV;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;MAR;0
2007;OUT;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;MAR;934,1606
2007;ABR;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;MAR;362
2007;MAR;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;MAR;381
2007;FEV;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;MAR;360
2007;MAI;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;MAR;390
2007;AGO;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;MAR;417
2007;JUL;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;MAR;426
2007;JUN;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;MAR;389
2007;JAN;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;MAR;382
2007;AGO;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;MAR;173724,753
2007;JUL;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;MAR;179271,8201
2007;JUN;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;MAR;168017,5711
2007;SET;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;MAR;169919,2807
2007;DEZ;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;MAR;169057,0712
2007;NOV;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;MAR;157147,5851
2007;OUT;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;MAR;169213,0251
2007;SET;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;MAR;337
2007;AGO;REGIÃO SUL;PARANÁ;GÁS NATURAL;MAR;225,858
2007;JUL;REGIÃO SUL;PARANÁ;GÁS NATURAL;MAR;227
2007;JUN;REGIÃO SUL;PARANÁ;GÁS NATURAL;MAR;234
2007;SET;REGIÃO SUL;PARANÁ;GÁS NATURAL;MAR;137,703
2007;DEZ;REGIÃO SUL;PARANÁ;GÁS NATURAL;MAR;181,902
2007;NOV;REGIÃO SUL;PARANÁ;GÁS NATURAL;MAR;191,687
2007;OUT;REGIÃO SUL;PARANÁ;GÁS NATURAL;MAR;203,687
2007;MAI;REGIÃO SUL;PARANÁ;GÁS NATURAL;MAR;285
2007;DEZ;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;MAR;423
2007;NOV;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;MAR;405
2007;OUT;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;MAR;409
2007;JAN;REGIÃO SUL;PARANÁ;GÁS NATURAL;MAR;287
2007;ABR;REGIÃO SUL;PARANÁ;GÁS NATURAL;MAR;263
2007;MAR;REGIÃO SUL;PARANÁ;GÁS NATURAL;MAR;313
2007;FEV;REGIÃO SUL;PARANÁ;GÁS NATURAL;MAR;236
2007;SET;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;MAR;150,967
2007;AGO;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;MAR;146,434
2007;JUL;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;MAR;153,695
2007;OUT;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;MAR;164,561
2007;JAN;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;MAR;10067,9547
2007;DEZ;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;MAR;172,517
2007;NOV;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;MAR;177,638
2007;JUN;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;MAR;151,634
2007;JAN;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;MAR;60,399
2007;DEZ;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;MAR;964,5394
2007;NOV;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;MAR;939,578
2007;FEV;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;MAR;77,11
2007;MAI;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;MAR;157,015
2007;ABR;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;MAR;155,613
2007;MAR;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;MAR;123,421
2007;FEV;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;MAR;7816,776
2007;JAN;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;MAR;186265,778
2007;DEZ;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;MAR;11318,0321
2007;NOV;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;MAR;11237,1816
2007;FEV;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;MAR;173770,4408
2007;MAI;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;MAR;175598,2609
2007;ABR;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;MAR;160173,8641
2007;MAR;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;MAR;187797,9722
2007;OUT;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;MAR;11180,0703
2007;MAI;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;MAR;10025,732
2007;ABR;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;MAR;8671,845
2007;MAR;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;MAR;9290,5801
2007;JUN;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;MAR;9670,1938
2007;SET;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;MAR;10874,0789
2007;AGO;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;MAR;11914,8247
2007;JUL;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;MAR;17019,2287
2007;JUN;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;TERRA;14060,579
2007;MAI;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;TERRA;14725,6059
2007;ABR;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;TERRA;14585,6598
2007;JUL;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;TERRA;14222,4101
2007;OUT;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;TERRA;15370,8418
2007;SET;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;TERRA;14270,141
2007;AGO;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;TERRA;14328,2996
2007;MAR;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;TERRA;12817,4632
2007;OUT;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;3211,879
2007;SET;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;3126,236
2007;AGO;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;3678,339
2007;NOV;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;3083,007
2007;FEV;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;TERRA;13530,9317
2007;JAN;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;TERRA;15873,1468
2007;DEZ;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;3002,65
2007;NOV;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;TERRA;15023,3701
2007;OUT;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;TERRA;866,338
2007;SET;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;TERRA;867,571
2007;AGO;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;TERRA;976,2239
2007;NOV;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;TERRA;853,548
2007;FEV;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;TERRA;10278,0439
2007;JAN;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;TERRA;10618,0076
2007;DEZ;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;TERRA;832,949
2007;JUL;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;TERRA;1056,5869
2007;FEV;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;TERRA;1000,174
2007;JAN;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;TERRA;1065,219
2007;DEZ;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;TERRA;15765,1249
2007;MAR;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;TERRA;935,6559
2007;JUN;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;TERRA;1099,3201
2007;MAI;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;TERRA;1164,1
2007;ABR;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;TERRA;1156,2771
2007;NOV;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;TERRA;12094,409
2007;OUT;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;TERRA;11737,158
2007;SET;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;TERRA;11532,697
2007;DEZ;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;TERRA;11596,79
2007;MAR;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;0
2007;FEV;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;0
2007;JAN;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;0
2007;AGO;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;TERRA;11955,599
2007;MAR;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;TERRA;12335,823
2007;FEV;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;TERRA;11342,531
2007;JAN;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;TERRA;11828,78
2007;ABR;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;TERRA;11433,949
2007;JUL;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;TERRA;11791,429
2007;JUN;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;TERRA;11260,831
2007;MAI;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;TERRA;11710,344
2007;ABR;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;0
2007;MAR;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;2543,491
2007;FEV;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;3583
2007;JAN;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;3490
2007;ABR;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;3097,8
2007;JUL;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;3772,039
2007;JUN;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;3176,837
2007;MAI;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;3056,848
2007;DEZ;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;0
2007;JUL;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;0
2007;JUN;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;0
2007;MAI;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;0
2007;AGO;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;0
2007;NOV;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;0
2007;OUT;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;0
2007;SET;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;0
2007;MAR;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;TERRA;11022,4054
2007;SET;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2007;AGO;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2007;JUL;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2007;OUT;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2007;MAR;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;TERRA;0
2007;FEV;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;TERRA;0
2007;JAN;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;TERRA;0
2007;JUN;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2007;JAN;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2007;DEZ;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;TERRA;4213,043
2007;NOV;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;TERRA;3798,2175
2007;FEV;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2007;MAI;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2007;ABR;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2007;MAR;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2007;ABR;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;TERRA;0
2007;MAI;REGIÃO SUL;PARANÁ;GÁS NATURAL;TERRA;0
2007;ABR;REGIÃO SUL;PARANÁ;GÁS NATURAL;TERRA;0
2007;MAR;REGIÃO SUL;PARANÁ;GÁS NATURAL;TERRA;0
2007;JUN;REGIÃO SUL;PARANÁ;GÁS NATURAL;TERRA;0
2007;SET;REGIÃO SUL;PARANÁ;GÁS NATURAL;TERRA;0
2007;AGO;REGIÃO SUL;PARANÁ;GÁS NATURAL;TERRA;0
2007;JUL;REGIÃO SUL;PARANÁ;GÁS NATURAL;TERRA;0
2007;FEV;REGIÃO SUL;PARANÁ;GÁS NATURAL;TERRA;0
