ANO;MÊS;GRANDE REGIÃO;UNIDADE DA FEDERAÇÃO;PRODUTO;LOCALIZAÇÃO;DISPONÍVEL
2004;MAI;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;MAR;36729
2004;JUN;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;MAR;316122,5558
2004;JUL;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;MAR;350119,1171
2004;ABR;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;MAR;349396,6721
2004;MAI;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;MAR;327229,2217
2004;OUT;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;MAR;370772,267
2004;NOV;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;MAR;320734,863
2004;AGO;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;MAR;365558,6441
2004;SET;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;MAR;356023,9308
2004;AGO;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;MAR;33107
2004;JUL;REGIÃO SUL;PARANÁ;GÁS NATURAL;MAR;0
2004;AGO;REGIÃO SUL;PARANÁ;GÁS NATURAL;MAR;0
2004;MAI;REGIÃO SUL;PARANÁ;GÁS NATURAL;MAR;0
2004;JUN;REGIÃO SUL;PARANÁ;GÁS NATURAL;MAR;0
2004;NOV;REGIÃO SUL;PARANÁ;GÁS NATURAL;MAR;0
2004;DEZ;REGIÃO SUL;PARANÁ;GÁS NATURAL;MAR;0
2004;SET;REGIÃO SUL;PARANÁ;GÁS NATURAL;MAR;0
2004;OUT;REGIÃO SUL;PARANÁ;GÁS NATURAL;MAR;0
2004;NOV;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;MAR;8367
2004;DEZ;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;MAR;37172
2004;SET;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;MAR;32360
2004;OUT;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;MAR;28472
2004;MAR;REGIÃO SUL;PARANÁ;GÁS NATURAL;MAR;0
2004;ABR;REGIÃO SUL;PARANÁ;GÁS NATURAL;MAR;0
2004;JAN;REGIÃO SUL;PARANÁ;GÁS NATURAL;MAR;0
2004;FEV;REGIÃO SUL;PARANÁ;GÁS NATURAL;MAR;0
2004;MAI;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;MAR;3008,2588
2004;JUN;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;MAR;2990,9046
2004;MAR;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;MAR;3886,5466
2004;ABR;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;MAR;3176
2004;SET;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;MAR;2826,9725
2004;OUT;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;MAR;2895,4093
2004;JUL;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;MAR;2985,4773
2004;AGO;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;MAR;2886,5135
2004;SET;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;MAR;38298,1704
2004;OUT;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;MAR;33481,0887
2004;JUL;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;MAR;31087,871
2004;AGO;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;MAR;37634,8189
2004;JAN;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;MAR;4064,67
2004;FEV;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;MAR;3670,3242
2004;NOV;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;MAR;36821,126
2004;DEZ;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;MAR;30591,7103
2004;NOV;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;MAR;2700
2004;OUT;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;MAR;-319,2848
2004;NOV;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;MAR;-363
2004;AGO;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;MAR;-286,7954
2004;SET;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;MAR;-261,0275
2004;FEV;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;MAR;311684,0287
2004;MAR;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;MAR;362226,0591
2004;DEZ;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;MAR;-312,3087
2004;JAN;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;MAR;347946,76
2004;FEV;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;MAR;-324,5877
2004;MAR;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;MAR;-256,5841
2004;DEZ;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;MAR;2852,3102
2004;JAN;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;MAR;-280,37
2004;JUN;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;MAR;-213,6815
2004;JUL;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;MAR;-211,2547
2004;ABR;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;MAR;-375,164
2004;MAI;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;MAR;-165,5845
2004;AGO;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;TERRA;7233,1677
2004;SET;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;TERRA;4215,5986
2004;JUN;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;TERRA;7418,1907
2004;JUL;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;TERRA;9363,0521
2004;DEZ;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;TERRA;6035,2469
2004;JAN;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;TERRA;68416,04
2004;OUT;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;TERRA;7053,8619
2004;NOV;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;TERRA;6948
2004;DEZ;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;-3099,9285
2004;JAN;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;TERRA;5492,64
2004;OUT;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;-3100,0174
2004;NOV;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;-3000
2004;ABR;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;TERRA;7822,0157
2004;MAI;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;TERRA;10087,9584
2004;FEV;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;TERRA;10610,1029
2004;MAR;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;TERRA;11343,9155
2004;FEV;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;TERRA;61559,7389
2004;JAN;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;TERRA;-6327,2
2004;FEV;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;TERRA;-6229,6487
2004;NOV;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;TERRA;75041,64
2004;DEZ;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;TERRA;64474,0979
2004;MAI;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;TERRA;-6017,0873
2004;JUN;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;TERRA;-6561,2313
2004;MAR;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;TERRA;-6797,1835
2004;ABR;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;TERRA;-5094,987
2004;MAI;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;TERRA;68560,1469
2004;JUN;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;TERRA;79982,4151
2004;MAR;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;TERRA;70024,1291
2004;ABR;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;TERRA;65169,6261
2004;SET;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;TERRA;68967,3271
2004;OUT;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;TERRA;81528,2081
2004;JUL;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;TERRA;67637,35
2004;AGO;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;TERRA;64454,43
2004;NOV;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;TERRA;30365
2004;DEZ;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;TERRA;35686
2004;SET;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;TERRA;30835
2004;OUT;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;TERRA;33131
2004;MAR;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;0
2004;ABR;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;0
2004;JAN;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;0
2004;FEV;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;0
2004;MAR;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;TERRA;29168
2004;ABR;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;TERRA;27353
2004;JAN;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;TERRA;29210
2004;FEV;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;TERRA;27957
2004;JUL;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;TERRA;22933
2004;AGO;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;TERRA;18639
2004;MAI;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;TERRA;29820
2004;JUN;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;TERRA;31116
2004;MAI;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;0
2004;ABR;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;-3619,9778
2004;MAI;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;-2178,1861
2004;FEV;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;-3531,3973
2004;MAR;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;-3876,3395
2004;AGO;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;-3016,636
2004;SET;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;-2999,9632
2004;JUN;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;-2487,9098
2004;JUL;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;-3514,6114
2004;AGO;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;0
2004;SET;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;0
2004;JUN;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;0
2004;JUL;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;0
2004;DEZ;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;0
2004;JAN;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;-3707
2004;OUT;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;0
2004;NOV;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;0
2004;FEV;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;TERRA;0
2004;MAR;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;TERRA;0
2004;DEZ;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2004;JAN;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;TERRA;0
2004;JUN;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;TERRA;0
2004;JUL;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;TERRA;0
2004;ABR;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;TERRA;0
2004;MAI;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;TERRA;0
2004;JUN;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2004;JUL;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2004;ABR;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2004;MAI;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2004;OUT;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2004;NOV;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2004;AGO;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2004;SET;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2004;AGO;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;TERRA;0
2004;JUL;REGIÃO SUL;PARANÁ;GÁS NATURAL;TERRA;0
2004;AGO;REGIÃO SUL;PARANÁ;GÁS NATURAL;TERRA;0
2004;MAI;REGIÃO SUL;PARANÁ;GÁS NATURAL;TERRA;0
2004;JUN;REGIÃO SUL;PARANÁ;GÁS NATURAL;TERRA;0
2004;NOV;REGIÃO SUL;PARANÁ;GÁS NATURAL;TERRA;0
2004;DEZ;REGIÃO SUL;PARANÁ;GÁS NATURAL;TERRA;0
2004;SET;REGIÃO SUL;PARANÁ;GÁS NATURAL;TERRA;0
2004;OUT;REGIÃO SUL;PARANÁ;GÁS NATURAL;TERRA;0
2004;NOV;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;TERRA;0
2004;DEZ;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;TERRA;0
2004;SET;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;TERRA;0
2004;OUT;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;TERRA;0
2004;MAR;REGIÃO SUL;PARANÁ;GÁS NATURAL;TERRA;0
2004;ABR;REGIÃO SUL;PARANÁ;GÁS NATURAL;TERRA;0
2004;JAN;REGIÃO SUL;PARANÁ;GÁS NATURAL;TERRA;0
2004;FEV;REGIÃO SUL;PARANÁ;GÁS NATURAL;TERRA;0
2004;MAI;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;TERRA;165669,9513
2004;JUN;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;TERRA;160666,6109
2004;MAR;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;TERRA;164962,761
2004;ABR;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;TERRA;157298,2525
2004;SET;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;TERRA;165375,7754
2004;OUT;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;TERRA;164122,3853
2004;JUL;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;TERRA;165757,6866
2004;AGO;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;TERRA;163845,477
2004;SET;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;TERRA;-6096,6684
2004;OUT;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;TERRA;-7316,9617
2004;JUL;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;TERRA;-5717,3331
2004;AGO;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;TERRA;-6764,6609
2004;JAN;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;TERRA;164385,29
2004;FEV;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;TERRA;148728,5094
2004;NOV;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;TERRA;-7159
2004;DEZ;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;TERRA;-7212,1035
2004;NOV;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;TERRA;156488,95
2004;OUT;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;TERRA;38695,4299
2004;NOV;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;TERRA;37691
2004;AGO;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;TERRA;36294,6061
2004;SET;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;TERRA;36734,4375
2004;FEV;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2004;MAR;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2004;DEZ;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;TERRA;37312,7031
2004;JAN;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2004;FEV;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;TERRA;33860,4107
2004;MAR;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;TERRA;35901,712
2004;DEZ;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;TERRA;163368,6251
2004;JAN;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;TERRA;32410,79
2004;JUN;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;TERRA;36651,1056
2004;JUL;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;TERRA;35972,9563
2004;ABR;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;TERRA;35910,6571
2004;MAI;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;TERRA;38052,3502
2005;AGO;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;MAR;79803
2005;SET;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;MAR;75804
2005;JUN;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;MAR;77414,5084
2005;JUL;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;MAR;16961,83464
2005;DEZ;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;MAR;75223
2005;JAN;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;MAR;15094
2005;OUT;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;MAR;77877
2005;NOV;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;MAR;74928
2005;DEZ;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;MAR;7566
2005;JAN;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;MAR;84157,0853
2005;OUT;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;MAR;6037
2005;NOV;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;MAR;8133
2005;ABR;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;MAR;65754,5972
2005;MAI;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;MAR;80250,6703
2005;FEV;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;MAR;76868,1209
2005;MAR;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;MAR;83095,5847
2005;FEV;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;MAR;13504
2005;JAN;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;MAR;32675,5166
2005;FEV;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;MAR;28366,9514
2005;NOV;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;MAR;12538
2005;DEZ;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;MAR;12798
2005;MAI;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;MAR;29812,9062
2005;JUN;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;MAR;36640,0547
2005;MAR;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;MAR;31661,4428
2005;ABR;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;MAR;29023,7591
2005;MAI;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;MAR;14741
2005;JUN;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;MAR;13859
2005;MAR;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;MAR;14968
2005;ABR;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;MAR;13892
2005;SET;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;MAR;14080
2005;OUT;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;MAR;14349
2005;JUL;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;MAR;6664,436
2005;AGO;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;MAR;14687
2005;NOV;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;MAR;0
2005;DEZ;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;MAR;0
2005;SET;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;MAR;0
2005;OUT;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;MAR;0
2005;MAR;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;MAR;0
2005;ABR;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;MAR;0
2005;JAN;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;MAR;0
2005;FEV;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;MAR;0
2005;MAR;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;MAR;0
2005;ABR;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;MAR;0
2005;JAN;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;MAR;0
2005;FEV;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;MAR;0
2005;JUL;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;MAR;0
2005;AGO;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;MAR;0
2005;MAI;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;MAR;0
2005;JUN;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;MAR;0
2005;MAI;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;MAR;0
2005;ABR;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;MAR;7651
2005;MAI;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;MAR;7177
2005;FEV;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;MAR;7686
2005;MAR;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;MAR;7754
2005;AGO;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;MAR;6998
2005;SET;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;MAR;6311
2005;JUN;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;MAR;6005
2005;JUL;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;MAR;842,64666
2005;AGO;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;MAR;0
2005;SET;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;MAR;0
2005;JUN;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;MAR;0
2005;JUL;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;MAR;0
2005;DEZ;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;MAR;0
2005;JAN;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;MAR;8806
2005;OUT;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;MAR;0
2005;NOV;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;MAR;0
2005;FEV;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;MAR;31658
2005;MAR;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;MAR;34927
2005;DEZ;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;MAR;422723,189
2005;JAN;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;MAR;35343
2005;JUN;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;MAR;31644
2005;JUL;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;MAR;269104,0974
2005;ABR;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;MAR;32678
2005;MAI;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;MAR;33681
2005;JUN;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;MAR;346099,1139
2005;JUL;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;MAR;542881,848
2005;ABR;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;MAR;303741,1216
2005;MAI;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;MAR;337870,6482
2005;OUT;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;MAR;396670
2005;NOV;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;MAR;410313
2005;AGO;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;MAR;392488
2005;SET;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;MAR;389544
2005;AGO;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;MAR;31749
2005;JUL;REGIÃO SUL;PARANÁ;GÁS NATURAL;MAR;-5973
2005;AGO;REGIÃO SUL;PARANÁ;GÁS NATURAL;MAR;0
2005;MAI;REGIÃO SUL;PARANÁ;GÁS NATURAL;MAR;0
2005;JUN;REGIÃO SUL;PARANÁ;GÁS NATURAL;MAR;0
2005;NOV;REGIÃO SUL;PARANÁ;GÁS NATURAL;MAR;0
2005;DEZ;REGIÃO SUL;PARANÁ;GÁS NATURAL;MAR;0
2005;SET;REGIÃO SUL;PARANÁ;GÁS NATURAL;MAR;0
2005;OUT;REGIÃO SUL;PARANÁ;GÁS NATURAL;MAR;0
2005;NOV;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;MAR;26460
2005;DEZ;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;MAR;27412
2005;SET;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;MAR;30117
2005;OUT;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;MAR;29818
2005;MAR;REGIÃO SUL;PARANÁ;GÁS NATURAL;MAR;0
2005;ABR;REGIÃO SUL;PARANÁ;GÁS NATURAL;MAR;0
2005;JAN;REGIÃO SUL;PARANÁ;GÁS NATURAL;MAR;0
2005;FEV;REGIÃO SUL;PARANÁ;GÁS NATURAL;MAR;0
2005;MAI;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;MAR;2380,6571
2005;JUN;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;MAR;2221,4889
2005;MAR;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;MAR;2566,2315
2005;ABR;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;MAR;2387,0955
2005;SET;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;MAR;1396
2005;OUT;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;MAR;1747
