ANO;MÊS;GRANDE REGIÃO;UNIDADE DA FEDERAÇÃO;PRODUTO;LOCALIZAÇÃO;DISPONÍVEL
2013;FEV;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;-2518,67597
2013;MAR;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;-2785,0714
2013;AGO;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;-2529,98364
2013;SET;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;-2518,08409
2013;JUN;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;-2538,15825
2013;JUL;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;-2458,92519
2013;AGO;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;139591,915
2013;SET;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;134201,4
2013;JUN;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;134683,53
2013;JUL;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;133607,52
2013;DEZ;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;174481,7352
2013;JAN;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;-2648,66824
2013;OUT;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;148181,86
2013;NOV;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;167469,09
2013;FEV;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;TERRA;0
2013;MAR;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;TERRA;0
2013;DEZ;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2013;JAN;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;TERRA;0
2013;JUN;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;TERRA;0
2013;JUL;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;TERRA;0
2013;ABR;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;TERRA;0
2013;MAI;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;TERRA;0
2013;JUN;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2013;JUL;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2013;ABR;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2013;MAI;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2013;OUT;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2013;NOV;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2013;AGO;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2013;SET;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2013;AGO;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;TERRA;0
2013;JUL;REGIÃO SUL;PARANÁ;GÁS NATURAL;TERRA;0
2013;AGO;REGIÃO SUL;PARANÁ;GÁS NATURAL;TERRA;0
2013;MAI;REGIÃO SUL;PARANÁ;GÁS NATURAL;TERRA;0
2013;JUN;REGIÃO SUL;PARANÁ;GÁS NATURAL;TERRA;0
2013;NOV;REGIÃO SUL;PARANÁ;GÁS NATURAL;TERRA;0
2013;DEZ;REGIÃO SUL;PARANÁ;GÁS NATURAL;TERRA;0
2013;SET;REGIÃO SUL;PARANÁ;GÁS NATURAL;TERRA;0
2013;OUT;REGIÃO SUL;PARANÁ;GÁS NATURAL;TERRA;0
2013;NOV;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;TERRA;0
2013;DEZ;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;TERRA;0
2013;SET;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;TERRA;0
2013;OUT;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;TERRA;0
2013;MAR;REGIÃO SUL;PARANÁ;GÁS NATURAL;TERRA;0
2013;ABR;REGIÃO SUL;PARANÁ;GÁS NATURAL;TERRA;0
2013;JAN;REGIÃO SUL;PARANÁ;GÁS NATURAL;TERRA;0
2013;FEV;REGIÃO SUL;PARANÁ;GÁS NATURAL;TERRA;0
2013;MAI;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;TERRA;61638,93096
2013;JUN;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;TERRA;53130,14879
2013;MAR;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;TERRA;62077,06768
2013;ABR;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;TERRA;63220,87558
2013;SET;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;TERRA;56377,43633
2013;OUT;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;TERRA;56342,31369
2013;JUL;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;TERRA;48498,30091
2013;AGO;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;TERRA;51257,13548
2013;SET;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;TERRA;-4299,59138
2013;OUT;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;TERRA;-4406,60928
2013;JUL;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;TERRA;-3218,72473
2013;AGO;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;TERRA;-4310,25883
2013;JAN;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;TERRA;56687,25721
2013;FEV;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;TERRA;55689,89107
2013;NOV;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;TERRA;-4120,37818
2013;DEZ;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;TERRA;-3018,32542
2013;NOV;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;TERRA;54842,87407
2013;OUT;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;TERRA;278,60101
2013;NOV;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;TERRA;623,60838
2013;AGO;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;TERRA;1546,35766
2013;SET;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;TERRA;902,86047
2013;FEV;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2013;MAR;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2013;DEZ;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;TERRA;-757,49545
2013;JAN;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2013;FEV;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;TERRA;3380,7332
2013;MAR;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;TERRA;4977,88456
2013;DEZ;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;TERRA;56519,89298
2013;JAN;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;TERRA;4652,50321
2013;JUN;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;TERRA;737,59011
2013;JUL;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;TERRA;66,1221
2013;ABR;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;TERRA;5316,85981
2013;MAI;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;TERRA;1972,06207
2014;AGO;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;MAR;14166,47477
2014;SET;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;MAR;12449,30961
2014;JUN;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;MAR;14829,50208
2014;JUL;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;MAR;14117,88986
2014;DEZ;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;MAR;15753,42536
2014;JAN;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;MAR;6978,717
2014;OUT;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;MAR;12841,68226
2014;NOV;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;MAR;13722,22756
2014;DEZ;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;MAR;2484,16878
2014;JAN;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;MAR;18089,88213
2014;OUT;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;MAR;1261,84976
2014;NOV;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;MAR;1961,24486
2014;ABR;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;MAR;16807,14008
2014;MAI;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;MAR;16490,70942
2014;FEV;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;MAR;15990,953
2014;MAR;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;MAR;17018,09648
2014;FEV;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;MAR;6151,089
2014;JAN;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;MAR;26187,86528
2014;FEV;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;MAR;25299,33102
2014;NOV;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;MAR;5363,625
2014;DEZ;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;MAR;5180,412
2014;MAI;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;MAR;24721,50399
2014;JUN;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;MAR;21907,18182
2014;MAR;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;MAR;24883,2928
2014;ABR;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;MAR;24974,17707
2014;MAI;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;MAR;5268,01676
2014;JUN;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;MAR;6049,90225
2014;MAR;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;MAR;7010,179
2014;ABR;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;MAR;6507,8935
2014;SET;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;MAR;6139,24411
2014;OUT;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;MAR;6382,454
2014;JUL;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;MAR;6547,76842
2014;AGO;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;MAR;6485,57592
2014;NOV;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;MAR;0
2014;DEZ;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;MAR;0
2014;SET;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;MAR;0
2014;OUT;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;MAR;0
2014;MAR;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;MAR;0
2014;ABR;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;MAR;0
2014;JAN;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;MAR;0
2014;FEV;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;MAR;0
2014;MAR;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;MAR;0
2014;ABR;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;MAR;0
2014;JAN;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;MAR;0
2014;FEV;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;MAR;0
2014;JUL;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;MAR;0
2014;AGO;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;MAR;0
2014;MAI;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;MAR;0
2014;JUN;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;MAR;0
2014;MAI;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;MAR;0
2014;ABR;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;MAR;2210,67273
2014;MAI;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;MAR;2621,8345
2014;FEV;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;MAR;2035,99488
2014;MAR;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;MAR;2312,37142
2014;AGO;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;MAR;2596,29245
2014;SET;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;MAR;1555,8419
2014;JUN;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;MAR;2587,43051
2014;JUL;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;MAR;2654,40222
2014;AGO;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;MAR;0
2014;SET;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;MAR;0
2014;JUN;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;MAR;0
2014;JUL;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;MAR;0
2014;DEZ;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;MAR;0
2014;JAN;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;MAR;2173,37139
2014;OUT;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;MAR;0
2014;NOV;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;MAR;0
2014;FEV;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;MAR;216353,4565
2014;MAR;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;MAR;245545,3773
2014;DEZ;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;MAR;523641,1693
2014;JAN;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;MAR;228729,0558
2014;JUN;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;MAR;296629,6197
2014;JUL;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;MAR;275633,4715
2014;ABR;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;MAR;262509,3628
2014;MAI;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;MAR;272631,7537
2014;JUN;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;MAR;453295,4308
2014;JUL;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;MAR;530332,9094
2014;ABR;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;MAR;393698,8125
2014;MAI;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;MAR;441576,0717
2014;OUT;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;MAR;519795,7339
2014;NOV;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;MAR;467522,5362
2014;AGO;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;MAR;540664,1633
2014;SET;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;MAR;534642,3202
2014;AGO;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;MAR;298133,7762
2014;JUL;REGIÃO SUL;PARANÁ;GÁS NATURAL;MAR;0
2014;AGO;REGIÃO SUL;PARANÁ;GÁS NATURAL;MAR;0
2014;MAI;REGIÃO SUL;PARANÁ;GÁS NATURAL;MAR;0
2014;JUN;REGIÃO SUL;PARANÁ;GÁS NATURAL;MAR;0
2014;NOV;REGIÃO SUL;PARANÁ;GÁS NATURAL;MAR;0
2014;DEZ;REGIÃO SUL;PARANÁ;GÁS NATURAL;MAR;0
2014;SET;REGIÃO SUL;PARANÁ;GÁS NATURAL;MAR;0
2014;OUT;REGIÃO SUL;PARANÁ;GÁS NATURAL;MAR;0
2014;NOV;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;MAR;269261,204
2014;DEZ;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;MAR;326978,8787
2014;SET;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;MAR;273149,5335
2014;OUT;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;MAR;302654,4659
2014;MAR;REGIÃO SUL;PARANÁ;GÁS NATURAL;MAR;0
2014;ABR;REGIÃO SUL;PARANÁ;GÁS NATURAL;MAR;0
2014;JAN;REGIÃO SUL;PARANÁ;GÁS NATURAL;MAR;0
2014;FEV;REGIÃO SUL;PARANÁ;GÁS NATURAL;MAR;0
2014;MAI;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;MAR;180646,5779
2014;JUN;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;MAR;180747,3747
2014;MAR;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;MAR;182645,5639
2014;ABR;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;MAR;177276,5449
2014;SET;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;MAR;177308,5446
2014;OUT;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;MAR;179802,8353
2014;JUL;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;MAR;181790,0235
2014;AGO;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;MAR;182918,6214
2014;SET;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;MAR;21409,56805
2014;OUT;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;MAR;21962,57609
2014;JUL;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;MAR;23350,85253
2014;AGO;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;MAR;21360,31555
2014;JAN;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;MAR;187481,3469
2014;FEV;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;MAR;170766,5198
2014;NOV;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;MAR;21479,11015
2014;DEZ;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;MAR;23105,41206
2014;NOV;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;MAR;178122,4324
2014;OUT;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;MAR;394790,6054
2014;NOV;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;MAR;388016,4096
2014;AGO;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;MAR;326723,8035
2014;SET;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;MAR;329539,5977
2014;FEV;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;MAR;384747,9169
2014;MAR;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;MAR;404665,2588
2014;DEZ;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;MAR;352611,1243
2014;JAN;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;MAR;366982,5348
2014;FEV;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;MAR;258701,8644
2014;MAR;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;MAR;290791,8982
2014;DEZ;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;MAR;180485,729
2014;JAN;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;MAR;292678,2055
2014;JUN;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;MAR;262786,398
2014;JUL;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;MAR;299698,3335
2014;ABR;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;MAR;234691,2686
2014;MAI;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;MAR;270760,5125
2014;AGO;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;TERRA;9286,62602
2014;SET;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;TERRA;9348,91638
2014;JUN;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;TERRA;10546,80113
2014;JUL;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;TERRA;10316,20515
2014;DEZ;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;TERRA;9931,44448
2014;JAN;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;TERRA;43768,66885
2014;OUT;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;TERRA;9690,65351
2014;NOV;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;TERRA;9003,63301
2014;DEZ;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;-3574,99971
2014;JAN;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;TERRA;12634,35587
2014;OUT;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;-3057,22975
2014;NOV;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;-3270,0572
2014;ABR;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;TERRA;9767,70088
2014;MAI;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;TERRA;8986,50556
2014;FEV;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;TERRA;11900,30069
2014;MAR;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;TERRA;12529,52509
2014;FEV;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;TERRA;37706,39502
2014;JAN;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;TERRA;-3172,87678
2014;FEV;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;TERRA;-1234,79514
2014;NOV;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;TERRA;31652,61835
2014;DEZ;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;TERRA;30492,64597
2014;MAI;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;TERRA;-1419,28232
2014;JUN;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;TERRA;-1539,43279
2014;MAR;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;TERRA;-791,33712
2014;ABR;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;TERRA;-474,84836
2014;MAI;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;TERRA;41348,14938
2014;JUN;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;TERRA;38332,71607
2014;MAR;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;TERRA;42598,66607
2014;ABR;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;TERRA;40637,50877
2014;SET;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;TERRA;35339,563
2014;OUT;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;TERRA;34765,66501
2014;JUL;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;TERRA;37632,69328
2014;AGO;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;TERRA;38780,81053
2014;NOV;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;TERRA;173640,3771
2014;DEZ;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;TERRA;156213,1144
2014;SET;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;TERRA;179873,4421
2014;OUT;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;TERRA;188239,4156
2014;MAR;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;188670,3951
2014;ABR;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;181180,5349
2014;JAN;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;182827,77
2014;FEV;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;167871,844
2014;MAR;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;TERRA;175279,2316
2014;ABR;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;TERRA;164117,3644
2014;JAN;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;TERRA;169942,6282
2014;FEV;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;TERRA;159354,9242
2014;JUL;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;TERRA;183626,2867
2014;AGO;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;TERRA;188565,9048
2014;MAI;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;TERRA;159645,337
2014;JUN;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;TERRA;178190,8506
2014;MAI;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;162945,1254
2014;ABR;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;-2355,00786
2014;MAI;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;-2274,06818
2014;FEV;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;-2070,00664
2014;MAR;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;-2579,10343
2014;AGO;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;-2380,51315
2014;SET;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;-2277,10787
2014;JUN;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;-2071,32321
2014;JUL;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;-2297,20255
2014;AGO;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;170572,4975
2014;SET;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;99446,08993
2014;JUN;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;162853,4187
2014;JUL;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;172410,265
2014;DEZ;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;146889,7497
2014;JAN;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;-2386,7585
2014;OUT;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;161344,2254
2014;NOV;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;166230,5652
2014;FEV;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;TERRA;0
2014;MAR;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;TERRA;0
2014;DEZ;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2014;JAN;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;TERRA;0
2014;JUN;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;TERRA;0
2014;JUL;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;TERRA;0
2014;ABR;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;TERRA;0
2014;MAI;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;TERRA;0
2014;JUN;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2014;JUL;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2014;ABR;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
