Código da Instalação de Transporte;Nome da Instalação de Transporte;Nome da Instalação de Gasoduto;Código da Instalação de Gasoduto;Tipo da instalação de Gasoduto;Nome do Município da Instalação de Gasoduto;Nome da UF da Instalação de Gasoduto;Nome do Operador da instalação de Gasoduto;Código do Operador da Instalação de Gasoduto;Nome do Carregador que usa a Instalação de Gasoduto;Código do Carregador que usa a Instalação de Gasoduto;Nome do Contrato da Instalação de Gasoduto;Nome da Variável;01/02/2023;02/02/2023;03/02/2023;04/02/2023;05/02/2023;06/02/2023;07/02/2023;08/02/2023;09/02/2023;10/02/2023;11/02/2023;12/02/2023;13/02/2023;14/02/2023;15/02/2023;16/02/2023;17/02/2023;18/02/2023;19/02/2023;20/02/2023;21/02/2023;22/02/2023;23/02/2023;24/02/2023;25/02/2023;26/02/2023;27/02/2023;28/02/2023
700521;Bolívia - Mato Grosso Lateral Cuiabá;Cáceres;111567;Ponto de Recebimento;Cáceres;MT;Gasocidente do Mato Grosso Ltda - GOM;1717813;AMBAR;1645009;Gasocidente do Mato Grosso Ltda x AMBAR Energia Ltd.;Alocação (%);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
700521;Bolívia - Mato Grosso Lateral Cuiabá;Cáceres;111567;Ponto de Recebimento;Cáceres;MT;Gasocidente do Mato Grosso Ltda - GOM;1717813;AMBAR;1645009;Gasocidente do Mato Grosso Ltda x AMBAR Energia Ltd.;Pressão Média (kgf/cm²);89,8;89,3;88,7;87,9;87,3;87,2;86,7;86,2;85,6;85;82,3;83,7;84,4;83,8;83,3;82,8;82,3;81,7;85;88,4;88,6;88,1;87,5;87;86,3;83;82,7;82,2
700521;Bolívia - Mato Grosso Lateral Cuiabá;Termocuiabá;111565;Ponto de Entrega;Cuiabá;MT;Gasocidente do Mato Grosso Ltda - GOM;1717813;AMBAR;1645009;Gasocidente do Mato Grosso Ltda x AMBAR Energia Ltd.;Volume Solicitado (mil m³);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
700521;Bolívia - Mato Grosso Lateral Cuiabá;Termocuiabá;111565;Ponto de Entrega;Cuiabá;MT;Gasocidente do Mato Grosso Ltda - GOM;1717813;AMBAR;1645009;Gasocidente do Mato Grosso Ltda x AMBAR Energia Ltd.;Volume Programado (mil m³);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
700521;Bolívia - Mato Grosso Lateral Cuiabá;Termocuiabá;111565;Ponto de Entrega;Cuiabá;MT;Gasocidente do Mato Grosso Ltda - GOM;1717813;AMBAR;1645009;Gasocidente do Mato Grosso Ltda x AMBAR Energia Ltd.;Volume Realizado (mil m³);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
700521;Bolívia - Mato Grosso Lateral Cuiabá;Termocuiabá;111565;Ponto de Entrega;Cuiabá;MT;Gasocidente do Mato Grosso Ltda - GOM;1717813;AMBAR;1645009;Gasocidente do Mato Grosso Ltda x AMBAR Energia Ltd.;Alocação (%);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
700521;Bolívia - Mato Grosso Lateral Cuiabá;Termocuiabá;111565;Ponto de Entrega;Cuiabá;MT;Gasocidente do Mato Grosso Ltda - GOM;1717813;AMBAR;1645009;Gasocidente do Mato Grosso Ltda x AMBAR Energia Ltd.;Pressão Média (kgf/cm²);70,3;69,3;68,4;70;72,8;72,5;71,6;70,7;69,8;68,8;70,5;73,3;72,9;71,9;71,2;70,2;69,7;68,9;71,5;71,2;70,4;69,8;69;68,2;67,3;70;69,7;68,9
700521;Bolívia - Mato Grosso Lateral Cuiabá;;;;;;Gasocidente do Mato Grosso Ltda - GOM;1717813;MTGAS;6023921;;Gás de Uso no Sistema (mil m³);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
700521;Bolívia - Mato Grosso Lateral Cuiabá;;;;;;Gasocidente do Mato Grosso Ltda - GOM;1717813;MTGAS;6023921;;Gás não contado (mil m³);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
700521;Bolívia - Mato Grosso Lateral Cuiabá;;;;;;Gasocidente do Mato Grosso Ltda - GOM;1717813;MTGAS;6023921;;Perdas Operacionais (mil m³);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
700521;Bolívia - Mato Grosso Lateral Cuiabá;;;;;;Gasocidente do Mato Grosso Ltda - GOM;1717813;MTGAS;6023921;;Perdas Extraordinárias (mil m³);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
700521;Bolívia - Mato Grosso Lateral Cuiabá;;;;;;Gasocidente do Mato Grosso Ltda - GOM;1717813;MTGAS;6023921;;Desequilíbrio Diário (mil m³);-55,72;-47,16;-50,26;109,17;167,38;-48,1;-50,88;-43,08;-50,56;-49,15;108,67;162,08;-46,89;-42,41;-50,11;-42,12;-53,09;-36,07;166,44;-42,21;-24,79;-36,45;-42,26;-39,98;-32,34;170,51;-50,14;-28,03
700521;Bolívia - Mato Grosso Lateral Cuiabá;;;;;;Gasocidente do Mato Grosso Ltda - GOM;1717813;MTGAS;6023921;;Desequilíbrio Diário Acumulado (mil m³);-55,72;-102,87;-153,13;-43,97;123,41;75,31;24,43;-18,65;-69,21;-118,36;-9,69;152,39;105,51;63,09;12,98;-29,14;-82,23;-118,29;48,15;5,94;-18,85;-55,3;-97,56;-137,54;-169,88;0,63;-49,51;-77,54
700521;Bolívia - Mato Grosso Lateral Cuiabá;;;;;;Gasocidente do Mato Grosso Ltda - GOM;1717813;MTGAS;6023921;;Empacotamento (mil m³);3448,31;3401,16;3350,9;3460,06;3627,44;3579,34;3528,46;3485,38;3434,82;3385,67;3494,34;3656,42;3609,53;3567,12;3517,01;3474,89;3421,8;3385,73;3552,17;3509,97;3485,18;3448,73;3406,47;3366,49;3334,15;3504,66;3454,52;3426,48
700521;Bolívia - Mato Grosso Lateral Cuiabá;Cáceres;111567;Ponto de Recebimento;Cáceres;MT;Gasocidente do Mato Grosso Ltda - GOM;1717813;MTGAS;6023921;Gasocidente do Mato Grosso Ltda x Companhia Mato-Grossense de Gás - MTGás;Volume Solicitado (mil m³);0;0;0;146,74;195,65;0;0;0;0;0;146,74;195,65;0;0;0;0;0;0;195,65;0;0;0;0;0;0;195,65;0;0
700521;Bolívia - Mato Grosso Lateral Cuiabá;Cáceres;111567;Ponto de Recebimento;Cáceres;MT;Gasocidente do Mato Grosso Ltda - GOM;1717813;MTGAS;6023921;Gasocidente do Mato Grosso Ltda x Companhia Mato-Grossense de Gás - MTGás;Volume Programado (mil m³);0;0;0;146,74;195,65;0;0;0;0;0;146,74;195,65;0;0;0;0;0;0;195,65;0;0;0;0;0;0;195,65;0;0
700521;Bolívia - Mato Grosso Lateral Cuiabá;Cáceres;111567;Ponto de Recebimento;Cáceres;MT;Gasocidente do Mato Grosso Ltda - GOM;1717813;MTGAS;6023921;Gasocidente do Mato Grosso Ltda x Companhia Mato-Grossense de Gás - MTGás;Volume Realizado (mil m³);0;0;0;149,92;199,45;0;0;0;0;0;150,44;199,74;0;0;0;0;0;0;197,48;0;0;0;0;0;0;199,65;0;0
700521;Bolívia - Mato Grosso Lateral Cuiabá;Cáceres;111567;Ponto de Recebimento;Cáceres;MT;Gasocidente do Mato Grosso Ltda - GOM;1717813;MTGAS;6023921;Gasocidente do Mato Grosso Ltda x Companhia Mato-Grossense de Gás - MTGás;Alocação (%);0;0;0;100;100;0;0;0;0;0;100;100;0;0;0;0;0;0;100;0;0;0;0;0;0;100;0;0
700521;Bolívia - Mato Grosso Lateral Cuiabá;Cáceres;111567;Ponto de Recebimento;Cáceres;MT;Gasocidente do Mato Grosso Ltda - GOM;1717813;MTGAS;6023921;Gasocidente do Mato Grosso Ltda x Companhia Mato-Grossense de Gás - MTGás;Pressão Média (kgf/cm²);89,8;89,3;88,7;87,9;87,3;87,2;86,7;86,2;85,6;85;82,3;83,7;84,4;83,8;83,3;82,8;82,3;81,7;85;88,4;88,6;88,1;87,5;87;86,3;83;82,7;82,2
700521;Bolívia - Mato Grosso Lateral Cuiabá;MTGAS;111566;Ponto de Entrega;Cuiabá;MT;Gasocidente do Mato Grosso Ltda - GOM;1717813;MTGAS;6023921;Gasocidente do Mato Grosso Ltda x Companhia Mato-Grossense de Gás - MTGás;Volume Solicitado (mil m³);50;50;50;50;40;50;50;50;50;50;50;40;50;50;50;50;50;50;40;50;50;50;50;50;50;40;50;50
700521;Bolívia - Mato Grosso Lateral Cuiabá;MTGAS;111566;Ponto de Entrega;Cuiabá;MT;Gasocidente do Mato Grosso Ltda - GOM;1717813;MTGAS;6023921;Gasocidente do Mato Grosso Ltda x Companhia Mato-Grossense de Gás - MTGás;Volume Programado (mil m³);50;50;50;50;40;50;50;50;50;50;50;40;50;50;50;50;50;50;40;50;50;50;50;50;50;40;50;50
700521;Bolívia - Mato Grosso Lateral Cuiabá;MTGAS;111566;Ponto de Entrega;Cuiabá;MT;Gasocidente do Mato Grosso Ltda - GOM;1717813;MTGAS;6023921;Gasocidente do Mato Grosso Ltda x Companhia Mato-Grossense de Gás - MTGás;Volume Realizado (mil m³);55,72;47,16;50,26;40,75;32,07;48,1;50,88;43,08;50,56;49,15;41,77;37,66;46,89;42,41;50,11;42,12;53,09;36,07;31,04;42,21;24,79;36,45;42,26;39,98;32,34;29,15;50,14;28,03
700521;Bolívia - Mato Grosso Lateral Cuiabá;MTGAS;111566;Ponto de Entrega;Cuiabá;MT;Gasocidente do Mato Grosso Ltda - GOM;1717813;MTGAS;6023921;Gasocidente do Mato Grosso Ltda x Companhia Mato-Grossense de Gás - MTGás;Alocação (%);100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
700521;Bolívia - Mato Grosso Lateral Cuiabá;MTGAS;111566;Ponto de Entrega;Cuiabá;MT;Gasocidente do Mato Grosso Ltda - GOM;1717813;MTGAS;6023921;Gasocidente do Mato Grosso Ltda x Companhia Mato-Grossense de Gás - MTGás;Pressão Média (kgf/cm²);28,6;28,6;28,6;28,6;28,6;28,6;28,6;28,6;28,5;28,5;28,5;28,6;28,6;28,6;28,5;28,5;28,5;28,6;28,6;28,5;28,6;28,5;28,5;28,5;28,5;28,5;28,5;28,5
700543;GASDUC III;;;;;;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;;Gás de Uso no Sistema (mil m³);5917,25;7309,73;8670,12;12308,05;8877,55;5933,81;6051,81;5237,73;6136,48;7548,49;6432,6;7807,36;6407,95;7377,2;6003,2;6894,89;9803,46;9496,78;6013,8;4559,18;3739,93;5750,41;6893,73;12846,26;6953,5;3561,25;5620,6;4684,23
700543;GASDUC III;;;;;;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;;Gás Não Contado (mil m³);5916,25;7308,73;8669,12;12307,05;8876,55;5932,81;6050,81;5236,73;6135,48;7547,49;6431,6;7806,36;6406,95;7376,2;6002,2;6893,89;9802,46;9495,78;6012,8;4558,18;3738,93;5749,41;6892,73;12845,26;6952,5;3560,25;5619,6;4683,23
700543;GASDUC III;;;;;;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;;Perdas Operacionais (mil m³);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
700543;GASDUC III;;;;;;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;;Perdas Extraordinárias (mil m³);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
700543;GASDUC III;;;;;;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;;Desequilíbrio Diário (mil m³);248,76;-420,35;-930,75;-434,2;-428,68;869,32;-342,4;448,48;-89,39;392,08;254,41;-212,37;466,88;-591,23;561,46;516,59;-805,9;-1116,53;191,85;4,48;185,75;519;-726,13;127,5;917,88;318,36;-189,8;143,55
700543;GASDUC III;;;;;;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;;Desequilíbrio Diário Acumulado (mil m³);4101,01;3680,66;2749,91;2315,71;1887,03;2756,35;2413,94;2862,42;2773,03;3165,11;3419,52;3207,15;3674,03;3082,79;3644,25;4160,84;3354,94;2238,41;2430,26;2434,75;2620,49;3139,5;2413,37;2540,87;3458,75;3777,11;3587,31;3730,86
700543;GASDUC III;;;;;;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;;Empacotamento (mil m³);12609,88;12858,64;12438,29;11507,54;11073,33;11667,58;11513,97;11171,57;11620,04;11530,65;11922,73;12177,14;11964,77;12431,65;11840,42;12401,88;12918,47;12112,57;10996,04;11187,89;11192,37;11378,12;11897,12;11170,99;11298,5;12216,38;12534,74;12344,93
700543;GASDUC III;Interconexão Campos Elíseos I (EDG Campos Elíseos >> GASDUC III);222297;Ponto de Recebimento;Duque de Caxias;RJ;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;GASDUC III;Volume Solicitado (mil m³);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
700543;GASDUC III;Interconexão Campos Elíseos I (EDG Campos Elíseos >> GASDUC III);222297;Ponto de Recebimento;Duque de Caxias;RJ;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;GASDUC III;Volume Programado (mil m³);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
700543;GASDUC III;Interconexão Campos Elíseos I (EDG Campos Elíseos >> GASDUC III);222297;Ponto de Recebimento;Duque de Caxias;RJ;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;GASDUC III;Volume Realizado (mil m³);0;1,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,22
700543;GASDUC III;Interconexão Campos Elíseos I (EDG Campos Elíseos >> GASDUC III);222297;Ponto de Recebimento;Duque de Caxias;RJ;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;GASDUC III;Alocação (%);0;100;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100
700543;GASDUC III;Interconexão Campos Elíseos I (EDG Campos Elíseos >> GASDUC III);222297;Ponto de Recebimento;Duque de Caxias;RJ;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;GASDUC III;Pressão Média (kgf/cm²);89,22;90,56;87,96;80,39;78,06;74,1;82,02;80,21;83,07;82,53;84,69;84,97;85,31;87,74;84,17;87,9;90,92;85,03;78,79;80,46;79,63;80,98;80,35;79,55;79,65;87,04;88,79;87,69
700543;GASDUC III;Interconexão TECAB (TECAB >> GASDUC III);222296;Ponto de Recebimento;Macaé;RJ;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;GASDUC III;Volume Solicitado (mil m³);5009,84;6426,99;7114,41;10708,43;7863,51;6074,57;5081,23;4980,1;5909,84;6684,41;5700,6;5645,51;5464,98;6334,84;5961,01;6209,84;7705,02;6895,52;4403,55;3537,9;2092,8;3986,97;2299,35;6402,17;4973,46;2754,1;4158,1;1968,69
700543;GASDUC III;Interconexão TECAB (TECAB >> GASDUC III);222296;Ponto de Recebimento;Macaé;RJ;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;GASDUC III;Volume Programado (mil m³);5009,84;6426,99;7114,41;10708,43;7863,51;6074,57;5081,23;4980,1;5909,84;6684,41;5700,6;5645,51;5464,98;6334,84;5961,01;6209,84;7705,02;6895,52;4403,55;3537,9;2092,8;3986,97;2299,35;6402,17;4973,46;2754,1;4158,1;1968,69
700543;GASDUC III;Interconexão TECAB (TECAB >> GASDUC III);222296;Ponto de Recebimento;Macaé;RJ;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;GASDUC III;Volume Realizado (mil m³);5726,52;6184,5;7132,6;11469,32;7996,08;5997,31;4689,45;5161,6;5654,94;7646,16;6377,67;6806,59;6427,7;6401,78;6117,04;6740,83;7747,2;7195,81;5066,53;3810,81;2997,57;5464,14;4857,93;8656,13;6538,12;2031,94;4910,1;4058,45
700543;GASDUC III;Interconexão TECAB (TECAB >> GASDUC III);222296;Ponto de Recebimento;Macaé;RJ;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;GASDUC III;Alocação (%);92,87;89,79;92,16;96,59;94,64;88,16;82,14;90,77;93,52;96,29;95,37;89,62;93,45;94,01;93,17;90,95;86,1;85,87;81,64;83,5;76,36;87,16;78,77;66,72;83,06;52,37;90,41;84,1
700543;GASDUC III;Interconexão TECAB (TECAB >> GASDUC III);222296;Ponto de Recebimento;Macaé;RJ;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;GASDUC III;Pressão Média (kgf/cm²);89,23;91,38;88,42;83,07;79,96;80,04;82,57;80,34;83,3;82,77;85,35;85,6;85,67;88,28;84,58;88,31;91,47;86,57;79,44;80,62;80,03;81,66;80,77;80,64;83,78;86,9;88,91;87,91
700543;GASDUC III;Guapimirim;222302;Ponto de Entrega;Guapimirim;RJ;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;GASDUC III;Volume Solicitado (mil m³);538,68;539,52;566,6;530,18;456,26;509,21;542,13;526,44;526,52;567,18;548,62;463,4;504,34;544,17;528,99;565,42;583,58;564,65;454,44;526,14;444,96;394,83;513,63;607,01;524,15;463,03;524,05;517,04
700543;GASDUC III;Guapimirim;222302;Ponto de Entrega;Guapimirim;RJ;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;GASDUC III;Volume Programado (mil m³);538,68;539,52;566,6;530,18;456,26;509,21;542,13;526,44;526,52;567,18;548,62;463,4;504,34;544,17;528,99;565,42;583,58;564,65;454,44;526,14;444,96;394,83;513,63;607,01;524,15;463,03;524,05;517,04
700543;GASDUC III;Guapimirim;222302;Ponto de Entrega;Guapimirim;RJ;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;GASDUC III;Volume Realizado (mil m³);536,49;552,28;576,33;568,15;472,19;541,85;499,56;524,79;524,35;571,12;521,95;451,5;514,86;517,74;586,15;572,96;545,16;543,92;416,1;371,17;367,96;421,99;448,79;532,29;512,57;421,78;503,81;497,73
700543;GASDUC III;Guapimirim;222302;Ponto de Entrega;Guapimirim;RJ;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;GASDUC III;Alocação (%);100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
700543;GASDUC III;Guapimirim;222302;Ponto de Entrega;Guapimirim;RJ;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;GASDUC III;Pressão Média (kgf/cm²);89,19;90,66;88,03;88,27;88,27;88,27;88,27;80,58;82,35;82,58;84,82;85,2;85,34;87,86;85,16;87,97;91,01;85,37;78,94;80,49;79,71;81,13;80,44;79,82;80,36;86,99;88,8;87,71
700543;GASDUC III;Interconexão Campos Elíseos I (GASDUC III >> EDG Campos Elíseos);222299;Ponto de Entrega;Duque de Caxias;RJ;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;GASDUC III;Volume Solicitado (mil m³);5644,01;5391,31;8257,71;10997,42;7006,84;5054,62;4533,24;3591,05;4653,7;5519,99;4551,98;5671,14;5111,52;7072,8;4526,03;4879,64;8856,71;8570,75;2549,12;2611,76;1247,84;3819,95;5188,7;8787,47;3187,32;3304,39;5315,67;2668,22
700543;GASDUC III;Interconexão Campos Elíseos I (GASDUC III >> EDG Campos Elíseos);222299;Ponto de Entrega;Duque de Caxias;RJ;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;GASDUC III;Volume Programado (mil m³);5773,64;5487,47;8350,94;11218,29;7128,31;5165,36;4533,24;3682,54;4983,32;5813,21;4751,98;6013,98;5311,52;7402,42;4844,51;5509,27;9236,19;8672,5;2549,12;2611,76;1247,84;3937,81;5534,46;8963,33;3487,38;3446,5;5417,86;2892,47
700543;GASDUC III;Interconexão Campos Elíseos I (GASDUC III >> EDG Campos Elíseos);222299;Ponto de Entrega;Duque de Caxias;RJ;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;GASDUC III;Volume Realizado (mil m³);5423,88;6757,52;7929,08;11554,8;7400,86;4692,7;5344,78;4628,92;5441,35;6879,83;5742,35;7315,02;5776,66;6846,88;5444,83;6235,21;9285,05;9048,68;5725,31;4134,5;3349,23;5209,78;6301,5;12152,61;6530,55;3169,27;5139,09;4079,09
700543;GASDUC III;Interconexão Campos Elíseos I (GASDUC III >> EDG Campos Elíseos);222299;Ponto de Entrega;Duque de Caxias;RJ;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;GASDUC III;Alocação (%);100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
700543;GASDUC III;Interconexão Campos Elíseos I (GASDUC III >> EDG Campos Elíseos);222299;Ponto de Entrega;Duque de Caxias;RJ;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;GASDUC III;Pressão Média (kgf/cm²);89,22;90,56;87,96;80,39;78,06;74,1;82,02;80,21;83,07;82,53;84,69;84,97;85,31;87,74;84,17;87,9;90,92;85,03;78,79;80,46;79,63;80,98;80,35;79,55;79,65;87,04;88,79;87,69
700543;GASDUC III;Interconexão TECAB (GASDUC III >> TECAB);222298;Ponto de Entrega;Macaé;RJ;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;GASDUC III;Volume Solicitado (mil m³);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
700543;GASDUC III;Interconexão TECAB (GASDUC III >> TECAB);222298;Ponto de Entrega;Macaé;RJ;Nova Transportadora do Sudeste S.A. - NTS;3004992714;Petróleo Brasileiro S.A. - PETROBRAS;33000167;GASDUC III;Volume Programado (mil m³);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
